20180821,0.00
20170873,1.00
20180676,1.00
20180451,1.00
20180638,1.00
20180702,1.00
20170478,1.00
20190408,1.00
20190376,1.00
20170459,1.00
20170153,1.00
20160520,1.00
20160793,1.00
20190419,0.00
20190698,1.00
20180222,1.00
20180883,1.00
20190608,1.00
20190883,1.00
20180685,1.00
20180943,1.00
20180301,1.00
20170438,1.00
20170853,1.00
20180160,0.00
20180554,1.00
20180950,1.00
20170204,1.00
20170899,1.00
20180880,0.67
20180823,1.00
20190741,1.00
20170881,0.33
20190467,0.00
20140570,0.00
20180169,1.00
20170137,1.00
20190097,1.00
20190710,0.00
20150170,1.00
20180875,0.00
20180849,1.00
20190033,1.00
20190169,1.00
20190629,1.00
20180497,0.00
20190427,1.00
20170527,1.00
20180430,1.00
20180830,1.00
20190650,1.00
20180342,0.00
20180914,1.00
20160738,0.00
20190428,0.33
20180601,0.00
20170365,1.00
20180861,1.00
20170901,0.33
20160508,0.00
20190557,0.00
20190263,1.00
20170171,0.00
20170857,1.00
20180073,0.33
20180205,1.00
20150196,0.00
20140154,0.00
20180150,1.00
20180422,1.00
20180949,0.33
20180896,1.00
20180877,1.00
20170078,0.33
20190280,0.33
20190670,1.00
20170806,1.00
20190691,0.00
20180133,1.00
20160034,0.00
20180805,1.00
20160220,0.33
20190034,0.00
20190614,0.00
20150539,1.00
20180603,1.00
20190510,0.00
20180093,0.33
20170210,1.00
20180582,1.00
20170886,0.33
20190534,0.00
20180029,0.00
