20180603,0.00
20180582,1.00
20190427,0.00
20170901,0.00
20180880,0.00
20150539,0.00
20190741,0.00
20190419,0.00
20180823,0.00
20180169,0.00
20190710,0.00
20180205,0.00
20180877,0.00
20160220,0.00
20190691,0.00
20190033,0.00
20180849,0.00
20180896,0.50
20190164,0.00
20170171,0.00
20180949,0.00
20140370,0.00
20180830,0.00
20190883,0.00
20190467,0.00
20180554,1.00
20190408,0.00
20170137,0.00
20170853,0.00
20160738,0.00
20180821,0.00
20180497,0.00
20180676,0.00
20180950,0.00
20190263,0.00
20170857,0.00
20190608,0.00
20190629,0.00
20170365,0.00
20190670,0.00
20180875,0.00
20190428,0.00
20180638,0.00
20180222,1.00
20170078,0.50
20160793,0.50
20170886,0.00
20150196,0.00
20190650,0.00
20140154,0.00
20170899,0.00
20190534,0.00
20180150,0.00
20170527,0.00
20180160,1.00
20160508,1.00
20170438,0.50
20180301,0.00
20150170,0.00
20170478,0.25
20170881,0.00
20190698,1.00
20170806,1.00
20180029,1.00
20180073,0.50
20170204,1.00
20190557,0.00
20180914,0.50
20190614,0.50
20170873,0.00
20170459,1.00
20190376,0.50
20160520,1.00
20180883,0.50
20180943,0.00
20140570,0.00
